ensembl_gene_id	external_gene_id	affy_chicken	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
37	ENSGALG00000000076	NRBP2	GgaAffx.24355.2.S1_at	34.4681717911142	-0.816858733966699	0.319166826588236	-2.5593472313479	0.0104868936533072	0.0827715534778886
38	ENSGALG00000000080		GgaAffx.65.1.S1_at	6.39384655258669	0.265482707914158	0.308546737377598	0.860429477137079	0.389552342754723	0.632475432899522
39	ENSGALG00000000081	IL4I1	GgaAffx.22018.1.S1_at	2.37925291236324	-0.0376495390347071	0.375307445423853	-0.100316525807762	0.920093037975641	0.965519060100853
40	ENSGALG00000000085	GFPT1	GgaAffx.74.1.S1_s_at	3075.30599513262	-0.154857834470026	0.193987219325257	-0.798288851238069	0.424702886256395	0.661437920546611
41	ENSGALG00000000085	GFPT1	GgaAffx.12922.1.S1_at	3075.30599513262	-0.154857834470026	0.193987219325257	-0.798288851238069	0.424702886256395	0.661437920546611
42	ENSGALG00000000085	GFPT1	Gga.13536.1.S1_s_at	3075.30599513262	-0.154857834470026	0.193987219325257	-0.798288851238069	0.424702886256395	0.661437920546611
43	ENSGALG00000000086	TIMM17A	GgaAffx.12582.1.S1_s_at	2522.47209431901	0.30885101402083	0.155349970158565	1.98809831572923	0.0468008176220247	0.194216242992297
44	ENSGALG00000000086	TIMM17A	Gga.6328.1.S1_a_at	2522.47209431901	0.30885101402083	0.155349970158565	1.98809831572923	0.0468008176220247	0.194216242992297
45	ENSGALG00000000086	TIMM17A	Gga.6328.2.S1_s_at	2522.47209431901	0.30885101402083	0.155349970158565	1.98809831572923	0.0468008176220247	0.194216242992297
46	ENSGALG00000000091	INTS4	Gga.10789.2.S1_a_at	2187.87927028929	-0.205590509154722	0.181159885064088	-1.13485669899818	0.256435365209582	0.505088207364335
47	ENSGALG00000000091	INTS4	GgaAffx.444.2.S1_at	2187.87927028929	-0.205590509154722	0.181159885064088	-1.13485669899818	0.256435365209582	0.505088207364335
48	ENSGALG00000000091	INTS4	Gga.6110.1.S1_at	2187.87927028929	-0.205590509154722	0.181159885064088	-1.13485669899818	0.256435365209582	0.505088207364335
49	ENSGALG00000000091	INTS4	GgaAffx.444.1.S1_at	2187.87927028929	-0.205590509154722	0.181159885064088	-1.13485669899818	0.256435365209582	0.505088207364335
50	ENSGALG00000000094	ADIPOR1	Gga.20068.1.A1_at	99.6005476392015	0.510891327875463	0.188542956207166	2.70968132754909	0.00673478808441368	0.0658103433281488
51	ENSGALG00000000094	ADIPOR1	Gga.8743.1.S1_at	99.6005476392015	0.510891327875463	0.188542956207166	2.70968132754909	0.00673478808441368	0.0658103433281488
52	ENSGALG00000000098	ANTXR1	GgaAffx.79.1.S1_at	0.949011054130553	-0.0435703286233303	0.338579236581405	-0.128685766626609	0.89760629834441	NA
53	ENSGALG00000000099		GgaAffx.80.1.S1_at	2.88686481102986	0.21333289015889	0.371225227741757	0.574672393513339	0.565512881375536	0.766334685509388
54	ENSGALG00000000104		Gga.5544.1.S1_at	2.09861625240511	-0.573907969355004	0.383974524483757	-1.49465116240878	0.135005506214938	NA
55	ENSGALG00000000106	LRIF1	Gga.11624.1.S1_at	180.018150695202	0.266214041463355	0.146355391505868	1.81895616365238	0.0689181181887657	0.241159922417131
56	ENSGALG00000000106	LRIF1	Gga.10111.1.S1_s_at	180.018150695202	0.266214041463355	0.146355391505868	1.81895616365238	0.0689181181887657	0.241159922417131
57	ENSGALG00000000106	LRIF1	GgaAffx.22708.1.S1_s_at	180.018150695202	0.266214041463355	0.146355391505868	1.81895616365238	0.0689181181887657	0.241159922417131
58	ENSGALG00000000106	LRIF1	Gga.5544.1.S1_at	180.018150695202	0.266214041463355	0.146355391505868	1.81895616365238	0.0689181181887657	0.241159922417131
59	ENSGALG00000000107	TRIM7.1	GgaAffx.22894.1.S1_s_at	0.17642903483177	0.0966477863639848	0.198278907355532	0.487433523076091	0.625951141827984	NA
60	ENSGALG00000000107	TRIM7.1	GgaAffx.22894.4.S1_s_at	0.17642903483177	0.0966477863639848	0.198278907355532	0.487433523076091	0.625951141827984	NA
61	ENSGALG00000000109	AFMID	Gga.7243.1.S1_at	38.4413535643845	0.0976038976563356	0.312437393797471	0.312395057678674	0.75474030596661	0.880315623173002
62	ENSGALG00000000112	PLP1	Gga.1803.2.S1_a_at	0.492108828786238	-0.122626941672143	0.31005374893487	-0.395502205967205	0.692472293925775	NA
63	ENSGALG00000000113	ZMAT3	GgaAffx.115.1.S1_at	31.16907881735	0.263972822663528	0.283158878680851	0.932242788547884	0.351211067011496	0.596249425559056
64	ENSGALG00000000115	HEP21	Gga.12.1.S1_at	61.9465504935822	0.701302399650078	0.280521942818522	2.49999123991442	0.0124196377537399	0.0910154337596897
65	ENSGALG00000000117	TRIM27.1	GgaAffx.82.1.S1_s_at	1.08600526269886	-0.423477884000592	0.364116711246635	-1.16302787243881	0.244818194017082	NA
66	ENSGALG00000000117	TRIM27.1	GgaAffx.82.1.S1_at	1.08600526269886	-0.423477884000592	0.364116711246635	-1.16302787243881	0.244818194017082	NA
67	ENSGALG00000000117	TRIM27.1	Gga.10379.1.S1_at	1.08600526269886	-0.423477884000592	0.364116711246635	-1.16302787243881	0.244818194017082	NA
68	ENSGALG00000000117	TRIM27.1	GgaAffx.12890.1.S1_s_at	1.08600526269886	-0.423477884000592	0.364116711246635	-1.16302787243881	0.244818194017082	NA
69	ENSGALG00000000117	TRIM27.1	Gga.8738.1.S1_at	1.08600526269886	-0.423477884000592	0.364116711246635	-1.16302787243881	0.244818194017082	NA
70	ENSGALG00000000117	TRIM27.1	GgaAffx.22894.1.S1_x_at	1.08600526269886	-0.423477884000592	0.364116711246635	-1.16302787243881	0.244818194017082	NA
71	ENSGALG00000000122	GNB2L1	Gga.4181.1.S1_s_at	7172.90310109177	0.380595226992426	0.146382864278233	2.59999849619708	0.00932241689973494	0.078059195426268
72	ENSGALG00000000123	B-BTN2	GgaAffx.93.1.S1_at	0.0536503350640434	-0.0815417641760873	0.129632394385136	-0.629023050625972	0.529333965586332	NA
73	ENSGALG00000000129	TCF25	Gga.6193.1.S1_at	379.722744443114	0.416068687358463	0.171637885947126	2.42410750436902	0.0153460618766074	0.102407023926135
74	ENSGALG00000000132	ARHGAP25	GgaAffx.12684.1.S1_s_at	13.7925312039352	0.150119985483459	0.352674881769842	0.425661120888752	0.67035479609923	0.832260554615443
75	ENSGALG00000000136	BLEC2		0.106318196033839	0.0828516923803096	0.174491278484295	0.474818530186691	0.634916324143299	NA
76	ENSGALG00000000137	SNRPE	Gga.3409.2.S1_a_at	1504.98474253257	0.450949090491862	0.19230290573491	2.34499363786783	0.0190274042733704	0.116441817281983
77	ENSGALG00000000139		GgaAffx.96.1.S1_s_at	0.186956999433401	-0.0255789747365032	0.242829792055998	-0.105337053250058	0.916108362269599	NA
78	ENSGALG00000000139		GgaAffx.96.1.S1_at	0.186956999433401	-0.0255789747365032	0.242829792055998	-0.105337053250058	0.916108362269599	NA
79	ENSGALG00000000140		GgaAffx.97.1.S1_at	16.2650555334332	-0.132829442071224	0.245472758664074	-0.541116834283838	NA	NA
80	ENSGALG00000000141	BLB1	Gga.217.1.S1_x_at	0.0756901332801956	0.0266212457957743	0.133455660901544	0.199476332558227	0.841890155205118	NA
81	ENSGALG00000000142	CEPT1	GgaAffx.12256.1.S1_s_at	1453.26265629506	0.264932820290295	0.134697794805621	1.9668682822359	0.0491983980100981	0.199153059817056
82	ENSGALG00000000146	SUPT6H	GgaAffx.2461.1.S1_at	915.567089285395	0.152200499833057	0.24873349670269	0.611901902440511	0.540602662854361	0.747645037298148
83	ENSGALG00000000146	SUPT6H	GgaAffx.99.2.S1_s_at	915.567089285395	0.152200499833057	0.24873349670269	0.611901902440511	0.540602662854361	0.747645037298148
84	ENSGALG00000000150	RPL9	Gga.4776.1.S1_a_at	33016.9573094075	0.494318806172513	0.217198241953496	2.27588769470036	0.0228527321775046	0.12814584297147
85	ENSGALG00000000151	ADAMTS19	GgaAffx.102.1.S1_at	38.0351663893139	-0.301188077901386	0.342132288380768	-0.880326377048009	0.378682527377687	0.623128298867412
86	ENSGALG00000000154	DENND2D	Gga.19424.1.S1_at	7.24530408031333	0.219511937994852	0.332435834883415	0.660313705566174	0.509052536662629	0.725745430564234
87	ENSGALG00000000154	DENND2D	GgaAffx.103.1.S1_at	7.24530408031333	0.219511937994852	0.332435834883415	0.660313705566174	0.509052536662629	0.725745430564234
88	ENSGALG00000000156	BRD2	Gga.4924.1.S1_at	175.223828990157	0.130985311618299	0.215580151926158	0.607594486078503	0.543456458757419	0.749826263276194
89	ENSGALG00000000158	DMA	Gga.11016.1.S1_at	2.76232902437114	0.122186860146999	0.381476073800991	0.320300193219305	0.748740776698851	0.877274425379798
90	ENSGALG00000000160	ZNF638		1.65533870280809	0.205679942667457	0.383540013181427	0.536267235747743	0.591773871254068	NA
91	ENSGALG00000000161	ISOC1	GgaAffx.107.1.S1_at	16.0719110211143	-0.407772872696298	0.288321716473147	-1.41429815861365	0.157274377396503	0.384020690562388
92	ENSGALG00000000162		GgaAffx.108.1.S1_at	0.160476071927232	-0.231982483271645	0.209092284554506	-1.10947414327558	0.267225692867701	NA
93	ENSGALG00000000162		Gga.10742.1.S1_at	0.160476071927232	-0.231982483271645	0.209092284554506	-1.10947414327558	0.267225692867701	NA
94	ENSGALG00000000164	MYBPH	Gga.882.1.S1_at	14.0489056268986	0.480291035441437	0.294637661833391	1.63010740871622	0.103078798171454	0.301951701272426
95	ENSGALG00000000165	CDS2	Gga.7937.1.S1_at	169.331151379386	0.513377890032312	0.124106815699759	4.13658095357375	3.52519024898844e-05	0.00274016684802405
96	ENSGALG00000000166	DMB2		28.4354017895284	0.225696177074077	0.219613835536674	1.02769562091814	0.30409302836877	0.555499598499904
97	ENSGALG00000000168	ADORA1	Gga.4980.1.S1_at	1.0984279928162	0.833410979270976	0.336075265717091	2.47983432369743	0.0131443441373387	NA
98	ENSGALG00000000169	PCNA	Gga.4036.1.S1_at	2136.33787904278	-0.0314387557707916	0.140869482376182	-0.223176483937356	0.823398153492911	0.919824933005102
99	ENSGALG00000000171	TMEM230	GgaAffx.11863.1.S1_at	448.426406546263	0.423816485900698	0.233228723935239	1.81717105316059	0.0691909258212266	0.241569018906139
100	ENSGALG00000000172	MYOG	Gga.8.1.S1_at	0.082478031569405	-0.0757719544594962	0.124986783810505	-0.606239733109508	0.544355571842197	NA
101	ENSGALG00000000177	KLF3	Gga.12232.1.S1_at	149.508159703007	-0.216363790509434	0.176459039212553	-1.22614172373915	0.220145346929268	0.462059256096793
102	ENSGALG00000000181	TAP2	Gga.2865.1.S1_at	0.285968947020614	-0.532224248414197	0.292719041490239	-1.8182084968051	0.0690322718381578	NA
103	ENSGALG00000000182			0.735613078521722	-0.0200677613835817	0.355760718632219	-0.0564080302646552	0.955016759916659	NA
104	ENSGALG00000000183	STAMBP	Gga.18920.1.S1_at	137.585189308729	-0.316238755817446	0.203627724420344	-1.55302406250262	0.120417386102851	0.329903830521446
105	ENSGALG00000000184	SLC27A6	GgaAffx.114.1.S1_s_at	9.98724261423003	-0.316172223868369	0.347652700848772	-0.90944849010652	0.363113435894904	0.607939919187681
106	ENSGALG00000000186	MTCH1	GgaAffx.117.2.S1_s_at	2.51545557154047	-0.277454889355798	0.361643903566008	-0.76720466353764	0.442959840593653	0.675223203047209
107	ENSGALG00000000186	MTCH1	GgaAffx.117.1.S1_at	2.51545557154047	-0.277454889355798	0.361643903566008	-0.76720466353764	0.442959840593653	0.675223203047209
108	ENSGALG00000000187		GgaAffx.118.3.S1_s_at	5.75246419458482	0.177051883926	0.379090493933982	0.467043850371077	0.640468505402952	0.815029979044447
109	ENSGALG00000000187		GgaAffx.118.1.S1_at	5.75246419458482	0.177051883926	0.379090493933982	0.467043850371077	0.640468505402952	0.815029979044447
110	ENSGALG00000000187		GgaAffx.118.2.S1_s_at	5.75246419458482	0.177051883926	0.379090493933982	0.467043850371077	0.640468505402952	0.815029979044447
111	ENSGALG00000000188		GgaAffx.11066.2.S1_s_at	0.285533968476008	0.371053763284898	0.242309545811162	1.53132127767707	0.125690009353012	NA
112	ENSGALG00000000189	YTHDC2	GgaAffx.121.1.S1_at	236.094065349319	0.322634912493903	0.203254195787497	1.58734687490151	0.112434104228703	0.31710823199036
113	ENSGALG00000000189	YTHDC2	GgaAffx.21466.1.S1_at	236.094065349319	0.322634912493903	0.203254195787497	1.58734687490151	0.112434104228703	0.31710823199036
114	ENSGALG00000000189	YTHDC2	Gga.17816.1.S1_at	236.094065349319	0.322634912493903	0.203254195787497	1.58734687490151	0.112434104228703	0.31710823199036
115	ENSGALG00000000189	YTHDC2	GgaAffx.21466.1.S1_s_at	236.094065349319	0.322634912493903	0.203254195787497	1.58734687490151	0.112434104228703	0.31710823199036
116	ENSGALG00000000193		GgaAffx.122.1.S1_at	13.6369400412879	0.0948308154495657	0.356928426037466	0.265685802899911	0.790481198178737	0.900951924832899
117	ENSGALG00000000194		Gga.7598.1.S1_at	0.947935967951082	0.221081079489683	0.329717277517657	0.670517120467985	0.502528196309497	NA
118	ENSGALG00000000194		GgaAffx.124.1.S1_s_at	0.947935967951082	0.221081079489683	0.329717277517657	0.670517120467985	0.502528196309497	NA
119	ENSGALG00000000195	SVCT2	Gga.10257.2.S1_a_at	251.364493934739	-0.616761207938692	0.206694442702368	-2.98392738515376	0.00284574298833182	0.0399431746220274
120	ENSGALG00000000195	SVCT2	GgaAffx.24870.1.S1_s_at	251.364493934739	-0.616761207938692	0.206694442702368	-2.98392738515376	0.00284574298833182	0.0399431746220274
121	ENSGALG00000000195	SVCT2	Gga.7071.1.S1_at	251.364493934739	-0.616761207938692	0.206694442702368	-2.98392738515376	0.00284574298833182	0.0399431746220274
122	ENSGALG00000000196	DAD1	Gga.4960.1.S1_at	1137.82536956069	0.469513130300416	0.167547658663759	2.80226613755704	0.00507449926361328	0.0569668139444076
123	ENSGALG00000000199		Gga.5028.1.S1_at	0.204652732183563	-0.315775062903845	0.238936272710878	-1.32158696258707	0.186305727100285	NA
124	ENSGALG00000000201	PLEKHM1	GgaAffx.11636.1.S1_at	1.44448080511752	-0.527840650067288	0.38435966994285	-1.37329873903204	0.16965949445679	NA
125	ENSGALG00000000201	PLEKHM1	GgaAffx.128.1.S1_s_at	1.44448080511752	-0.527840650067288	0.38435966994285	-1.37329873903204	0.16965949445679	NA
126	ENSGALG00000000206	RASSF2	GgaAffx.11475.1.S1_s_at	20.7067016655336	0.0821108483609194	0.260602235793499	0.315081135474156	0.752700051291708	0.878955892883221
127	ENSGALG00000000208	MCC	GgaAffx.133.1.S1_at	247.636196800135	-0.515805497531378	0.258355712654869	-1.99649348656141	0.0458802340314052	0.191737529761946
128	ENSGALG00000000209	PRNP	Gga.3867.1.S1_at	19.1289475391487	-0.058154780944032	0.327879791915515	-0.17736616399652	0.859220783134502	0.936855707333749
129	ENSGALG00000000215	DCP2	GgaAffx.25283.1.S1_s_at	1080.70914423598	0.00812335743823576	0.171011093570549	0.047501932585938	0.962113190095373	0.983201752666915
130	ENSGALG00000000215	DCP2	GgaAffx.20241.1.S1_s_at	1080.70914423598	0.00812335743823576	0.171011093570549	0.047501932585938	0.962113190095373	0.983201752666915
131	ENSGALG00000000215	DCP2	GgaAffx.25283.1.S1_at	1080.70914423598	0.00812335743823576	0.171011093570549	0.047501932585938	0.962113190095373	0.983201752666915
132	ENSGALG00000000215	DCP2	GgaAffx.20241.1.S1_at	1080.70914423598	0.00812335743823576	0.171011093570549	0.047501932585938	0.962113190095373	0.983201752666915
133	ENSGALG00000000215	DCP2	Gga.16383.1.S1_at	1080.70914423598	0.00812335743823576	0.171011093570549	0.047501932585938	0.962113190095373	0.983201752666915
134	ENSGALG00000000217	PPFIA4	Gga.15279.1.S1_s_at	0.890341784296722	-0.15523409912943	0.343228421164385	-0.452276354629392	0.651069907944093	NA
135	ENSGALG00000000218		Gga.9993.1.S1_at	5349.19699576568	0.42669761636443	0.29952949213044	1.4245596095713	0.154284542492977	0.379764376160372
136	ENSGALG00000000220		GgaAffx.137.1.S1_at	1494.00667097664	-0.155071800801251	0.172796439706372	-0.897424744773443	0.36949231345995	0.613965543523809
137	ENSGALG00000000220		GgaAffx.25327.1.S1_at	1494.00667097664	-0.155071800801251	0.172796439706372	-0.897424744773443	0.36949231345995	0.613965543523809
138	ENSGALG00000000220		Gga.10382.1.S1_s_at	1494.00667097664	-0.155071800801251	0.172796439706372	-0.897424744773443	0.36949231345995	0.613965543523809
139	ENSGALG00000000221	PROM2	GgaAffx.139.1.S1_s_at	1.23895822567097	-0.118995113452587	0.381883627481179	-0.311600458593766	0.755344185671982	NA
140	ENSGALG00000000223	TMEM183A	Gga.5519.1.S1_at	159.459036755003	-0.146354207447323	0.184517313540002	-0.793173305200948	0.427676858213986	0.663816205350876
141	ENSGALG00000000225	MGAT4C	Gga.2933.1.S1_at	8.9299892565421	-0.363917211573563	0.33718285364776	-1.07928741819633	0.280459619947453	0.531104606094086
142	ENSGALG00000000226	TMEM9	GgaAffx.142.1.S1_at	9.90280752602174	-0.589655934794965	0.307878215423043	-1.9152246091356	0.0554638653731309	0.212992581472081
143	ENSGALG00000000227	DPYSL2	Gga.3569.1.S1_a_at	1395.97497916498	-0.086934506524527	0.208653651406444	-0.41664502844086	0.676938068422853	0.836414050558427
144	ENSGALG00000000230	CBX1	Gga.50.1.S1_at	36.9359099737699	0.688964134237762	0.225910059154372	3.04972756333515	0.00229049036245828	0.0350286524766177
145	ENSGALG00000000231	BNIP3L	GgaAffx.11837.1.S1_s_at	1533.64684588714	0.16818615687233	0.145419589366276	1.15655777605527	0.247453081702977	0.494686712287027
146	ENSGALG00000000233	SP2	GgaAffx.145.1.S1_at	2.08449335129004	0.0503389956017545	0.370166024184688	0.135990318702612	0.891828934420031	NA
147	ENSGALG00000000234	EPB41L4A	GgaAffx.25360.1.S1_at	40.6386508130102	0.136006343955172	0.250528801158919	0.542877079705092	0.587214437920905	0.781040896775147
148	ENSGALG00000000235	PPP2R2A	Gga.9510.1.S1_at	1053.22115707213	0.234932141139626	0.163323709517902	1.43844480285867	0.150307888208316	0.373300081277821
149	ENSGALG00000000235	PPP2R2A	GgaAffx.11793.1.S1_s_at	1053.22115707213	0.234932141139626	0.163323709517902	1.43844480285867	0.150307888208316	0.373300081277821
150	ENSGALG00000000238	MVP	GgaAffx.12290.2.S1_s_at	0.838515214296721	0.0983698660973377	0.370366024591324	0.265601754928473	0.790545933894018	NA
151	ENSGALG00000000238	MVP	GgaAffx.12290.1.S1_s_at	0.838515214296721	0.0983698660973377	0.370366024591324	0.265601754928473	0.790545933894018	NA
152	ENSGALG00000000239		GgaAffx.146.1.S1_at	1.73790736289413	-0.128662971555872	0.372558414978588	-0.345349793168051	0.729831417071421	NA
153	ENSGALG00000000241	STARD4	GgaAffx.12320.1.S1_at	3124.29286503208	-0.0624919500402951	0.23309954118224	-0.268091261455715	0.78862907206068	0.899933003057196
154	ENSGALG00000000241	STARD4	Gga.15316.1.S1_s_at	3124.29286503208	-0.0624919500402951	0.23309954118224	-0.268091261455715	0.78862907206068	0.899933003057196
155	ENSGALG00000000242	EBF2	Gga.9484.1.S1_at	128.945213507266	-0.653857529626499	0.337519562172866	-1.93724335685057	0.052715602640752	0.206808051544941
156	ENSGALG00000000243	RDM1	Gga.1356.1.S1_at	776.552294669136	0.0335503416165783	0.16059955278413	0.208906818449706	0.834520981249028	0.924451961741122
157	ENSGALG00000000244	CAMK4	Gga.12229.1.S1_at	32.2232048293642	0.0338340621776699	0.233409682382704	0.144955692635727	0.8847458543714	0.945838046535147
158	ENSGALG00000000244	CAMK4	GgaAffx.25376.1.S1_at	32.2232048293642	0.0338340621776699	0.233409682382704	0.144955692635727	0.8847458543714	0.945838046535147
159	ENSGALG00000000247	WDR36	GgaAffx.13113.1.S1_at	1051.75613650809	0.313605137586833	0.213309262673604	1.47018996576205	0.141510311576129	0.359711128462625
160	ENSGALG00000000247	WDR36	Gga.15911.1.S1_s_at	1051.75613650809	0.313605137586833	0.213309262673604	1.47018996576205	0.141510311576129	0.359711128462625
161	ENSGALG00000000249	GH1	Gga.1267.1.S1_a_at	1.19343972674705	0.0491152384040652	0.358371156964664	0.137051315234356	0.890990234059092	NA
162	ENSGALG00000000251	CD79B	GgaAffx.151.1.S1_s_at	1.00232293142119	-0.1700250253314	0.35300921045293	-0.481644728513595	0.630058346109604	NA
163	ENSGALG00000000252	SCN4A	GgaAffx.152.1.S1_at	0.72272086882888	-0.371247446993865	0.290142894010669	-1.27953313576659	NA	NA
164	ENSGALG00000000252	SCN4A	GgaAffx.345.1.S1_at	0.72272086882888	-0.371247446993865	0.290142894010669	-1.27953313576659	NA	NA
165	ENSGALG00000000252	SCN4A	GgaAffx.445.1.S1_at	0.72272086882888	-0.371247446993865	0.290142894010669	-1.27953313576659	NA	NA
166	ENSGALG00000000253	SLC25A46	GgaAffx.12924.1.S1_at	80.2177193194521	0.158337082735011	0.191896433323356	0.825117382292377	0.4093049521078	0.649824287748994
167	ENSGALG00000000253	SLC25A46	GgaAffx.153.1.S1_s_at	80.2177193194521	0.158337082735011	0.191896433323356	0.825117382292377	0.4093049521078	0.649824287748994
168	ENSGALG00000000255	MAN2A1	Gga.17644.1.S1_at	327.529977711597	-0.341039974574716	0.22777407589731	-1.49727300278224	0.134322236616581	0.349358155268998
169	ENSGALG00000000255	MAN2A1	GgaAffx.155.1.S1_at	327.529977711597	-0.341039974574716	0.22777407589731	-1.49727300278224	0.134322236616581	0.349358155268998
170	ENSGALG00000000255	MAN2A1	GgaAffx.156.1.S1_at	327.529977711597	-0.341039974574716	0.22777407589731	-1.49727300278224	0.134322236616581	0.349358155268998
